method,seed,time,phase_TV,phase_balance_l2,coverage,entropy,effective_phase_count,mean_q1,mean_q2,mean_order_norm,radial_order_error,second_moment_error,mean_energy,energy_harmonic_reference_error,energy_std,mass_0,mass_1,mass_2,mass_3,nearest_minimum_diagnostic_mass_0,nearest_minimum_diagnostic_mass_1,nearest_minimum_diagnostic_mass_2,nearest_minimum_diagnostic_mass_3,nearest_minimum_diagnostic_TV,magnetization_norm_mean,binder_cumulant,susceptibility,mean_total_energy_density,mean_gradient_energy_density,mean_local_energy_density,vector_correlation_0,vector_correlation_1,structure_factor_0,structure_factor_1,domain_wall_density_mean,coherent_field_fraction,noncoherent_field_probability,coherent_phase_TV,coherence_magnetization_threshold,coherence_domain_wall_threshold,coherent_phase_mass_0,coherent_phase_mass_1,coherent_phase_mass_2,coherent_phase_mass_3,clip_fraction_mean,clip_fraction_max,safety_clip_fraction,jump_count,mean_jump_count,undirected_edges,directed_atoms,graph_family,jump_type,n_atoms,n_theta,n_rho,rho_n,jump_cost_proxy,score_cost_proxy,total_cost_proxy,cost_proxy,h_shell,max_jump_count,mean_energy_after_jump,mean_energy_before_jump,total_jump_count,effective_log_clip,score_effective_log_clip,score_h_shell,logratio_clip_fraction,score_logratio_clip_fraction,max_log_ratio,score_max_log_ratio,max_score_norm,score_max_score_norm,moment_score,score_moment_score,score_n_rho,score_n_theta,overflow_guard_logratio_clip_fraction,score_overflow_guard_logratio_clip_fraction,score_rho_n,score_changing_logratio_clip_fraction,score_score_changing_logratio_clip_fraction,score_clip_fraction,score_score_clip_fraction
Langevin,20260123,0.4,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1859441833353108,-1.0694105740715982,1.5969040615901136,0.16496061613283505,0.4362784317513636,3.7467220916420354,0.5467220916420352,0.6615429816768129,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.597635721205365,0.49812313617806325,0.7661072264880886,0.1170850653638136,0.11649387007836788,0.0005911952854457229,2.5613040818417425,2.5598479084657626,81.75468744813314,0.05846702427334884,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.44,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.186005483764201,-1.0684428577696388,1.5963017095266523,0.16442639999953282,0.4365321904293442,3.7882118896418464,0.5882118896418462,0.673070911604807,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.597101505072063,0.4979059223348834,0.8544402061438916,0.1183816215513077,0.11776498323813996,0.0006166383131677268,2.559966981776813,2.558494919486336,81.70890698072473,0.059721183155090486,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.48,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1856467415633933,-1.0682322652645915,1.5958942221626784,0.16412448491311044,0.4359576182684017,3.7546563970321074,0.5546563970321072,0.6574094484915515,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.596788264345376,0.49771766858917155,0.9319671535638463,0.11733301240725336,0.11669146638707222,0.0006415460201811434,2.55927830084774,2.5578196575179017,81.68464507219208,0.06097776243510067,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.52,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1854985938838218,-1.0687867994674203,1.5961554243921003,0.16443488322419858,0.43588638744523495,3.776196825624865,0.5761968256248649,0.6532418809827838,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5971099882967286,0.49752609735394804,1.0110422286730625,0.11800615080077703,0.11734567686895783,0.0006604739318192105,2.5605634109119273,2.559096589951065,81.72543429381689,0.060954270682520684,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.56,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1851223249512568,-1.0682105379790605,1.5954901060637698,0.1638633064343445,0.4351799940515918,3.7640961375627002,0.5640961375627,0.6872072266589074,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5965384115068744,0.49731074582420975,1.0978704952960072,0.11762800429883438,0.11694420368394016,0.0006838006148942148,2.5589879005947136,2.557526098048664,81.67570383087032,0.06072320610936804,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.6,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1851507933539112,-1.068595730707728,1.595769168355557,0.16422046607123522,0.4354964729432333,3.7566260176148676,0.5566260176148674,0.6582045921201488,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5968955711437651,0.4971552045511741,1.1629876970309283,0.11739456305046461,0.1166887167558874,0.0007058462945772038,2.5603904404027045,2.558931831443256,81.71871365413742,0.06197635942493874,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.64,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1850163971783367,-1.0681283615281765,1.59535640478308,0.16392419264162883,0.43537449268263223,3.8259960254213254,0.6259960254213253,0.6532001147184836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5965706357396585,0.4969792639973364,1.2368113369866762,0.11956237579441642,0.11882741742091762,0.0007349583734988179,2.5597056598250942,2.5582203171073328,81.69289057069497,0.06297027580089695,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.68,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1844139933626814,-1.067454525748666,1.594457798818972,0.16314205026411596,0.434111650438076,3.806646243132082,0.606646243132082,0.68307368346826,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5957230774559699,0.49679174120202974,1.3153790872857485,0.11895769509787757,0.1182062417101275,0.0007514533877500547,2.557250548944232,2.555772970922856,81.61416638634618,0.06392181421980757,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.72,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.183377608160266,-1.0687027632156398,1.5945244305434325,0.16342358248096384,0.43215104262894527,3.7950124434187926,0.5950124434187924,0.686428679680991,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5958734259250236,0.49655590147748563,1.410014288287158,0.11859413885683727,0.11782674926327948,0.0007673895935578089,2.5578906275725553,2.556417793206764,81.63898515918618,0.06176959757398786,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.76,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1826196706991237,-1.0686442297147458,1.5939227632564645,0.16290543217607692,0.43063585080922767,3.781898057810546,0.5818980578105459,0.6793664722470468,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5953027687200423,0.4963073099720412,1.50863214006975,0.11818431430657957,0.11740133179189394,0.0007829825146856184,2.556370220783711,2.5549027041363126,81.59057277835366,0.062021992579609955,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.8,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1829532608513578,-1.0695449980483127,1.5947742536826424,0.1638758986188577,0.4318308501909957,3.789395396718085,0.5893953967180847,0.6902221898532044,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5962299454378492,0.4961785598687154,1.5650841658786874,0.11841860614744015,0.11761686585316176,0.0008017402942783836,2.559515720594556,2.5580455097713912,81.69090965538844,0.06188810144281115,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.84,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1836446250281518,-1.0695289001195962,1.5952763605560862,0.1646364386908135,0.4336617893019396,3.774727973141291,0.5747279731412909,0.6669045716358509,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5967812052333081,0.4960322103166449,1.6259638187504777,0.11796024916066535,0.11714307305357355,0.0008171761070917941,2.5614536725178287,2.559989384104659,81.75332333823776,0.062150194782669525,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.88,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1845974024361787,-1.0689133685648622,1.5955709935177507,0.16512557604525654,0.43609077081606346,3.786272675483488,0.5862726754834879,0.6927885714315347,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5971618048975638,0.4958398642935794,1.7072149331944786,0.118321021108859,0.11747400742527776,0.0008470136835812372,2.563055826680611,2.5615874015877953,81.80034808607608,0.06375233607130251,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.92,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.185124759936097,-1.068589975904888,1.5957459801666427,0.16539045255244933,0.4374305946250396,3.8119955175930036,0.6119955175930034,0.6959746310350815,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5974092790738637,0.4956527137172343,1.7864023969123366,0.11912485992478136,0.11826224829810308,0.0008626116266782627,2.5639936392651137,2.5625153611613873,81.83356519557222,0.0627511337579451,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,0.96,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1850865396881283,-1.067228699765496,1.5948063218313178,0.16456994911056744,0.4372296880084814,3.7471421000274208,0.5471421000274206,0.6640004843409405,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5965307426212731,0.4955857898905004,1.8132177635612834,0.1170981906258569,0.1162249187205832,0.0008732719052736838,2.56123807335371,2.5597852618697035,81.74645496467072,0.062259718647887034,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,1.0,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1854164806262244,-1.0677416555215473,1.595394771044509,0.16540942425543634,0.43825393482279595,3.7912629557120785,0.5912629557120783,0.6867789574697456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.597180626968525,0.49550844327890387,1.85091740698752,0.11847696736600245,0.11758528425891691,0.00089168310708555,2.5635031804258173,2.562033364372581,81.81664230593303,0.06272476532999152,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,1.04,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1858083369782333,-1.0674339983105832,1.5954801010342938,0.1656099248342949,0.4392712421921972,3.7831668381663714,0.5831668381663713,0.6661895155690304,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5973108978432113,0.49536642854438884,1.910038989434355,0.11822396369269911,0.11732282330995537,0.0009011403827437496,2.5640317236750056,2.562565188383631,81.83587123874135,0.06200477525652326,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,1.08,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1858110816223533,-1.0677129071588192,1.5956687542882808,0.16566713606696232,0.4394947864518292,3.783035083168959,0.583035083168959,0.6706824612580911,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5975494256866636,0.49521571565196654,1.9695930655437621,0.11821984634902998,0.11730777538777538,0.0009120709612545696,2.5648528089703304,2.563386461777983,81.86621266693162,0.06035978309554071,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,1.12,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1855036440194482,-1.068014005581812,1.5956418163555075,0.16592072513627149,0.4390885918774984,3.758072690363545,0.5580726903635447,0.6985960853631826,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.597569985996027,0.4949601353557359,2.0743278139129018,0.11743977157386078,0.11651106525864047,0.0009287063152202976,2.5652173522828328,2.5637609639670997,81.87878830636241,0.05964500347075115,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,1.16,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1857024570971322,-1.068002737588072,1.595781991458043,0.16616155983756142,0.43971692916715116,3.7934746695010726,0.5934746695010724,0.6758024223270622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.59779809487736,0.4948693204273019,2.1110554781199653,0.11854608342190852,0.11759272152290047,0.000953361899008043,2.5661790283357266,2.5647091193166904,81.90578561161108,0.06095077207583946,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,1.2,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1853871299908616,-1.0685690939362884,1.5959268643843898,0.16655055054846096,0.43932221610179106,3.7575363686505145,0.5575363686505144,0.7257199630532636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5980091238398928,0.4947060545987272,2.181795429706739,0.11742301152032858,0.1164522974040644,0.0009707141162641689,2.567023768184797,2.5655681144672458,81.93444065898798,0.060929506759652086,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,1.24,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1862104034825767,-1.0688950957723455,1.5967566649607152,0.16759245556353985,0.44154911736393276,3.779234152797625,0.5792341527976248,0.6839687107484295,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5989419336369115,0.4946120743767086,2.2248178137361663,0.11810106727492578,0.11710899481121918,0.0009920724637065875,2.570156686772184,2.568692824337044,82.03417160993509,0.060813081365138605,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Langevin,20260123,1.28,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1852657074905615,-1.0685882247443625,1.5958494889604744,0.16691468190268677,0.4395101615802278,3.793854700127988,0.5938547001279879,0.6722637499055095,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.5980634799976527,0.4943807267911674,2.3151517594637028,0.11855795937899963,0.11754859805286942,0.001009361326130219,2.5677194701825106,2.566250112706849,81.95333553121712,0.06160730328599309,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,none,none,0,0,0,0,1170000,0,1170000,1170000,0.0,,,,,,,,,,,,,,,,,,,,,,,,
